MassiveID	filename	SampleType	NCBITaxonomy	UBERONBodyPartName	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SampleExtractionMethod
MSV000082852	160628_FHS_Eicosanoid_Plate_17_14.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_15.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_16.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_17.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_18.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_19.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_22.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_23.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_24.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_29.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_32.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_35.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_36.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_39.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_43.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_44.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_45.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_46.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_47.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_50.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_53.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_54.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_56.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_59.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_61.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_63.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_64.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_67.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_68.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_69.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_70.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_71.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_72.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_73.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_76.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_77.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_80.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_86.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_87.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_89.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_92.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_17_94.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_04.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_05.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_06.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_10.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_11.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_14.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_16.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_22.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_23.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_25.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_26.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_27.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_28.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_29.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_30.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_31.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_33.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_34.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_37.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_38.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_39.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_40.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_42.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_44.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_46.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_49.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_51.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_53.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_54.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_55.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_56.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_58.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_59.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_67.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_70.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_71.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_72.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_74.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_76.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_78.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_80.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_81.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_83.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_85.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_86.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_88.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_92.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_93.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160628_FHS_Eicosanoid_Plate_18_94.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_03.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_04.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_05.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_11.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_12.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_14.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_15.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_16.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_17.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_18.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_20.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_22.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_23.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_24.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_26.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_31.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_33.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_34.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_36.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_37.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_38.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_40.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_43.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_47.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_54.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_55.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_59.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_60.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_61.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_64.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_66.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_67.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_68.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_69.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_72.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_75.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_79.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_80.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_82.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_84.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_86.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_87.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_89.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_90.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_91.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_92.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_93.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160629_FHS_Eicosanoid_Plate_16_95.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160630_FHS_Eicosanoid_Plate_15_02.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
