MassiveID	filename	SampleType	NCBITaxonomy	MassSpectrometer	BiologicalSex	AgeInYears	UBERONBodyPartName	HealthStatus	DOIDCommonName	Ethnicity	SocialEconomicalStatus	ATTRIBUTE_Diet	ATTRIBUTE_Antibiotics	ATTRIBUTE_ImmuneResponse	ATTRIBUTE_Detail
MSV000080918	SS392_RB8_01_7759.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS393_RB9_01_7760.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS394_RB10_01_7761.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS395_RB11_01_7762.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS397_RC1_01_7765.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS398_RC2_01_7766.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS399_RC3_01_7767.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.109589041	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS39_RD3_01_7349.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS3_RA3_01_7307.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity
MSV000080918	SS400_RC4_01_7768.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.106849315	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS401_RC5_01_7769.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.101369863	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS402_RC6_01_7770.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS403_RC7_01_7771.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.106849315	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS404_RC8_01_7772.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.101369863	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	HCC
MSV000080918	SS405_RC9_01_7773.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	4.3835616000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	FVB NASH driven HCC, CD8ko
MSV000080918	SS406_RC10_01_7776.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	4.3835616000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	FVB NASH driven HCC, CD8ko
MSV000080918	SS407_RC11_01_7777.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	FVB none
MSV000080918	SS408_RC12_01_7832.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	FVB none
MSV000080918	SS409_RD1_01_7780.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	FVB, CD8ko
MSV000080918	SS40_RD4_01_7350.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS410_RD2_01_7781.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	FVB, CD8ko
MSV000080918	SS411_RD3_01_7782.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	1.9178081999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	FVB, CD8ko
MSV000080918	SS412_RD4_01_7783.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	1.9178081999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	FVB, CD8ko
MSV000080918	SS413_RD5_01_7784.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	FVB NASH driven HCC, CD8ko
MSV000080918	SS414_RD6_01_7785.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	FVB NASH driven HCC, CD8ko
MSV000080918	SS415_RD7_01_7786.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	FVB NASH driven HCC, CD8ko
MSV000080918	SS416_RD8_01_7787.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	FVB NASH driven HCC, CD8ko
MSV000080918	SS417_RD9_01_7788.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	4.3835616000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	NASH, HCC
MSV000080918	SS418_RD10_01_7789.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	4.3835616000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	NASH, HCC
MSV000080918	SS419_RD11_01_7790.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	4.3835616000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	NASH, HCC
MSV000080918	SS41_RD5_01_7351.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS420_RD12_01_7791.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	4.3835616000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	NASH, HCC
MSV000080918	SS421_RE1_01_7793.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	1.6438356000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	NASH, HCC
MSV000080918	SS422_RE2_01_7794.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	1.6438356000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	NASH, HCC
MSV000080918	SS423_RE3_01_7795.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	1.6438356000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	NASH, HCC
MSV000080918	SS424_RE4_01_7796.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	1.6438356000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	NASH, HCC
MSV000080918	SS425_RE5_01_7797.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	1.6438356000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	NASH, HCC
MSV000080918	SS426_RE6_01_7798.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	none	NASH, obesity, ABX
MSV000080918	SS427_RE7_01_7799.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	none	NASH, obesity, ABX
MSV000080918	SS428_RE8_01_7800.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	none	NASH, obesity, ABX
MSV000080918	SS429_RE9_01_7801.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	none	NASH, obesity, ABX
MSV000080918	SS42_RD6_01_7352.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS430_RE10_01_7802.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	none	NASH, obesity, ABX
MSV000080918	SS431_RE11_01_7803.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	none	NASH, obesity, HCC, ABX
MSV000080918	SS432_RE12_01_7804.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	none	NASH, obesity, HCC, ABX
MSV000080918	SS433_RF1_01_7806.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	none	NASH, obesity, HCC, ABX
MSV000080918	SS434_RF2_01_7807.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	none	NASH, obesity, HCC, ABX
MSV000080918	SS435_RF3_01_7808.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	none	NASH, obesity, HCC, ABX
MSV000080918	SS436_RF4_01_7809.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	none	NASH, obesity, HCC, ABX
MSV000080918	SS437_RF5_01_7810.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.106849315	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	no IgA	NASH, obesity, HCC, no IgA, ABX
MSV000080918	SS438_RF6_01_7811.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.106849315	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	no IgA	NASH, obesity, HCC, no IgA, ABX
MSV000080918	SS439_RF7_01_7812.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.104109589	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	no IgA	NASH, obesity, HCC, no IgA, ABX
MSV000080918	SS43_RD7_01_7353.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS440_RF8_01_7813.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.11780821900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	no IgA	NASH, obesity, HCC, no IgA, ABX
MSV000080918	SS441_RF9_01_7814.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	no IgA	NASH, obesity, HCC, no IgA, ABX
MSV000080918	SS442_RF10_01_7815.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	no IgA	NASH, obesity, HCC, no IgA, ABX
MSV000080918	SS443_RF11_01_7816.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	no IgA	NASH, obesity, HCC, no IgA, ABX
MSV000080918	SS444_RF12_01_7817.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	no IgA	NASH, obesity, HCC, no IgA, ABX
MSV000080918	SS445_RG1_01_7819.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	CD8KO	NASH, obesity, HCC,CD8KO, ABX
MSV000080918	SS446_RG2_01_7820.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	CD8KO	NASH, obesity, HCC,CD8KO, ABX
MSV000080918	SS447_RG3_01_7821.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	CD8KO	NASH, obesity, HCC,CD8KO, ABX
MSV000080918	SS448_RG4_01_7822.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12602739700000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	CD8KO	NASH, obesity, HCC,CD8KO, ABX
MSV000080918	SS449_RG5_01_7823.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12602739700000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	CD8KO	NASH, obesity, HCC,CD8KO, ABX
MSV000080918	SS44_RD8_01_7355.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS450_RG6_01_7824.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12602739700000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	CD8KO	NASH, obesity, HCC,CD8KO, ABX
MSV000080918	SS451_RG7_01_7825.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12602739700000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	CD8KO	NASH, obesity, HCC,CD8KO, ABX
MSV000080918	SS452_RG8_01_7826.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12602739700000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	Yes AMP_VAN_NEO_MTZ	CD8KO	NASH, obesity, HCC,CD8KO, ABX
MSV000080918	SS45_RD9_01_7356.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS46_RD10_01_7357.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.109589041	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS47_RD11_01_7358.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS48_RD12_01_7359.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS49_RE1_01_7361.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.106849315	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS4_RA4_01_7308.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity
MSV000080918	SS50_RE2_01_7362.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.123287671	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS51_RE3_01_7363.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.123287671	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS53_RE4_01_7364.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS53_RE5_01_7365.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.15342465799999999	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS54_RE6_01_7366.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.15342465799999999	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS55_RE7_01_7367.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.15342465799999999	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS56_RE8_01_7368.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.15342465799999999	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS57_RE9_01_7369.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.11780821900000001	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS58_RE10_01_7370.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.11780821900000001	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS59_RE11_01_7371.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS5_RA5_01_7309.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity
MSV000080918	SS60_RE12_01_7372.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS61_RF1_01_7374.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS62_RF2_01_7375.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS63_RF3_01_7376.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	NASH,lean, adenomas
MSV000080918	SS64_RF4_01_7377.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	9.3150684999999997E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS65_RF5_01_7378.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	9.3150684999999997E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS66_RF6_01_7379.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.7671233000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS67_RF7_01_7380.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.7671233000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS68_RF8_01_7381.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.7671233000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS69_RF9_01_7382.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS6_RA6_01_7310.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity
MSV000080918	SS70_RF10_01_7384.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS71_RF11_01_7385.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS72_RF12_01_7386.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS73_RG1_01_7388.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS74_RG2_01_7389.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS75_RG3_01_7390.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS76_RG4_01_7391.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS77_RG5_01_7392.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS78_RG6_01_7393.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS79_RG7_01_7394.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS7_RA7_01_7313.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity
MSV000080918	SS80_RG8_01_7395.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.11506849299999999	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS81_RG9_01_7396.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.11506849299999999	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS82_RG10_01_7397.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS83_RG11_01_7398.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	obese only
MSV000080918	SS84_RG12_01_7399.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS85_RH1_01_7401.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS86_RH2_01_7403.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS87_RH3_01_7404.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS88_RH4_01_7405.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS89_RH5_01_7406.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS8_RA8_01_7314.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity
MSV000080918	SS90_RH6_01_7407.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS91_RH7_01_7408.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	normal	none
MSV000080918	SS92_RH8_01_7409.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	NASH, obesity, no IgA
MSV000080918	SS93_RH9_01_7410.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.9452054999999994E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	NASH, obesity, no IgA
MSV000080918	SS94_RA1_01_7418.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.9452054999999994E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	NASH, obesity, no IgA
MSV000080918	SS95_RA2_01_7419.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	NASH, obesity, no IgA
MSV000080918	SS96_RA3_01_7420.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	NASH, obesity, no IgA
