MassiveID	filename	SampleType	NCBITaxonomy	MassSpectrometer	BiologicalSex	AgeInYears	UBERONBodyPartName	HealthStatus	DOIDCommonName	Ethnicity	SocialEconomicalStatus	ATTRIBUTE_timepoint	ATTRIBUTE_social_defeat	ATTRIBUTE_experimental_day	ATTRIBUTE_diet	ATTRIBUTE_circadian_disruption
MSV000082582	Prebiotic_Food_2_(Dorrestein_Only)_(11_14_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Prebiotic_Food_2_(Dorrestein_Only)_(3_20_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.273972602739726	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Resuspension_solvent.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Resuspension_solvent_180324001811.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_01.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_02.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_03.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_04.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_05.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_06.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_07.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_09.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_10.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_11.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_12.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Std_MIx_13.mzML	QC	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Water_1_(1_16_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Water_1_(10_3_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Water_1_(2_7_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Water_1_(7_17_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Water_2_(2_27_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Water_2_(8_28_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Water_2_(Dorrestein_Only)_(11_14_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Water_2_(Dorrestein_Only)_(3_20_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.273972602739726	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
